category,template
generic,"spiele die nachrichten"
generic,"ich möchte die nachrichten hören"
generic,"gib mir die neuesten nachrichten"
generic,"was ist in den nachrichten heute"
generic,"lese mir die schlagzeilen"
generic,"was ist die neueste nachricht"
generic,"spiele die morgennachrichten"
generic,"spiele die heutigen nachrichten"
generic,"fasse mich über die nachrichten auf"
generic,"streame die nachrichten"
generic,"ich würde gerne die nachrichten hören"
generic,"spiele die abendnachrichten"
generic,"finde mir nachrichtenberichterstattung"
generic,"zeige mir was passiert"
generic,"ich möchte aktuelle ereignisse"
provider,"spiele nachrichten von {provider}"
provider,"ich möchte die nachrichten von {{provider}} hören"
provider,"streame nachrichten von {{provider}}"
provider,"spiele {{provider}} nachrichten"
provider,"finde mir die {{provider}} nachrichten"
provider,"was sagt {{provider}} heute"
provider,"tune in {{provider}}"
provider,"zeige mir {{provider}}"
provider,"stelle {{provider}} nachrichten in die warteschlange"
category,"spiele {{category}} nachrichten"
category,"ich möchte {{category}} nachrichten hören"
category,"zeige mir {{category}}"
category,"finde mir {{category}} updates"
category,"spiele {{category}} nachrichten"
category,"streame {{category}}"
category,"stelle {{category}} in die warteschlange"
category,"ich interessiere mich für {{category}} nachrichten"
category,"gib mir {{category}} schlagzeilen"
time,"spiele das morgenbriefing"
time,"ich möchte die abendnachrichten"
time,"spiele das heutige nachrichten-update"
time,"gib mir die neuesten schlagzeilen"
time,"spiele die mittag-nachrichten"
time,"ich möchte die nachnachrichten"
time,"zeige mir breaking news"
time,"finde mir live-berichterstattung"
time,"spiele aktuelle nachrichten"
topic,"ich möchte nachrichten über {{topic}}"
topic,"finde mir {{topic}} berichterstattung"
topic,"spiele nachrichten zu {{topic}}"
topic,"zeige mir {{topic}} updates"
topic,"streame {{topic}} nachrichten"
topic,"stelle {{topic}} geschichten in die warteschlange"
topic,"was ist neues über {{topic}}"
topic,"gib mir {{topic}} schlagzeilen"
topic,"ich interessiere mich für {{topic}} nachrichten"
region,"spiele nachrichten aus {{region}}"
region,"ich möchte {{region}} nachrichten"
region,"streame {{region}} berichterstattung"
region,"zeige mir {{region}} schlagzeilen"
region,"finde {{region}} nachrichten"
region,"was passiert in {{region}}"
language,"spiele nachrichten in {{language}}"
language,"ich möchte {{language}} nachrichtenberichterstattung"
language,"zeige mir {{language}} schlagzeilen"
language,"streame in {{language}}"
source,"finde {{source}} berichterstattung"
source,"ich möchte {{source}} berichterstattung"
source,"zeige mir {{source}}"
source,"spiele {{source}} nachrichten"
source,"streame {{source}}"
source,"stelle {{source}} in die warteschlange"
discovery,"was trendiert"
discovery,"zeige mir die top-geschichten"
discovery,"was sollte ich heute wissen"
discovery,"überraschende nachrichten"
discovery,"wichtige schlagzeilen"
discovery,"breaking news"
discovery,"top-geschichten jetzt"
format,"spiele einen nachrichten-podcast"
format,"ich möchte ein video-nachrichtenprogramm"
format,"zeige mir schriftliche zusammenfassungen"
format,"spiele eine nachrichtensendung"
format,"streame videonachrichten"
mood,"ich möchte ein umfassendes briefing"
mood,"gib mir die schnelle version"
mood,"ich möchte tiefgehende analyse"
mood,"spiele leichte nachrichtenberichterstattung"
mood,"finde mir seriösen journalismus"
weather,"wie ist das wetter"
weather,"sag mir das wetter"
weather,"spiele die wettervorhersage"
weather,"ich möchte das wetter wissen"
traffic,"sag mir den verkehr"
traffic,"spiele verkehrsupdates"
traffic,"wie ist die verkehrssituation"
traffic,"finde mir verkehrsnachrichten"
sports,"spiele sportnachrichten"
sports,"ich möchte sport-updates"
sports,"zeige mir sport-schlagzeilen"
sports,"streame sport-berichterstattung"
business,"spiele wirtschaftsnachrichten"
business,"ich möchte finanznachrichten"
business,"zeige mir markt-updates"
business,"streame geschäftsberichterstattung"
tech,"spiele technologie-nachrichten"
tech,"ich möchte technologie-updates"
tech,"zeige mir tech-schlagzeilen"
tech,"streame tech-berichterstattung"
generic,"spiele etwas"
generic,"ich möchte aktuelle ereignisse"
generic,"zeige mir was passiert"
generic,"gib mir updates"
generic,"streame nachrichten"
generic,"stelle nachrichten in die warteschlange"
