category,template
station,"riproduci {station}"
station,"sintonizzati su {station}"
station,"metti su {station}"
station,"voglio ascoltare {station}"
station,"riproduci la radio {{station}}"
station,"trasmetti {{station}}"
station,"trovami {{station}}"
station,"accendi {{station}}"
station,"cambia su {{station}}"
station,"puoi riprodurre {{station}}"
station,"metti in coda {{station}}"
station,"mostrami {{station}}"
station,"mi piacerebbe sentire {{station}}"
station,"riprendi {{station}}"
genre,"riproduci radio {{genre}}"
genre,"voglio ascoltare radio {{genre}}"
genre,"trovami una stazione radio {{genre}}"
genre,"metti su un po' di radio {{genre}}"
genre,"trasmetti un po' di radio {{genre}}"
genre,"sono in vena di {{genre}}"
genre,"metti in coda {{genre}}"
genre,"mostrami stazioni {{genre}}"
genre,"riproduci {{genre}} per me"
genre,"trovami una stazione {{genre}}"
genre,"sintonizzati su radio {{genre}}"
format,"riproduci una stazione radio AM"
format,"voglio la radio FM"
format,"trovami una stazione di radio satellitare"
format,"trasmetti radio internet"
format,"metti su la radio online"
format,"metti in coda una radio podcast"
stream,"trasmetti {{station}}"
stream,"voglio trasmettere {{station}}"
stream,"trovami uno stream"
stream,"riproduci una trasmissione dal vivo"
stream,"metti in coda uno stream"
stream,"voglio la radio in streaming"
mood,"voglio musica rilassante"
mood,"riproduci qualcosa di energico"
mood,"trovami la radio jazz"
mood,"metti su la musica classica"
mood,"voglio musica rock"
mood,"riproduci qualcosa di chillout"
mood,"trovami musica energetica"
mood,"voglio i suoni ambientali"
mood,"riproduci la radio talk"
mood,"trovami la radio notizie"
location,"riproduci la radio {{location}}"
location,"voglio la stazione {{location}}"
location,"trovami una radio {{location}}"
location,"mostrami la radio {{location}}"
location,"sintonizzati su {{location}}"
language,"riproduci la radio {{language}}"
language,"voglio la stazione {{language}}"
language,"trovami una radio {{language}}"
language,"trasmetti in {{language}}"
availability,"trovami cosa è disponibile adesso"
availability,"su cosa posso sintonizzarmi"
availability,"mostrami le stazioni attuali"
availability,"riproduci qualcosa di disponibile"
availability,"metti in coda cosa c'è"
discovery,"consigliami una stazione radio"
discovery,"suggerisci qualcosa da ascoltare"
discovery,"trovami nuove stazioni radio"
discovery,"su cosa dovrei sintonizzarmi"
discovery,"mostrami le stazioni di tendenza"
discovery,"sorprendimi con una stazione"
discovery,"trovami le stazioni dimenticate"
discovery,"cosa è popolare adesso"
category,"voglio la radio talk"
category,"riproduci la radio musicale"
category,"trovami la radio notizie"
category,"trasmetti la radio sportiva"
category,"riproduci la radio variata"
category,"trovami la radio comica"
category,"metti su la radio educativa"
provider,"trovami la radio su {{provider}}"
provider,"trasmetti da {{provider}}"
provider,"mostrami le stazioni {{provider}}"
provider,"riproduci la radio {{provider}}"
generic,"riproduci la radio"
generic,"accendi la radio"
generic,"trovami una stazione radio"
generic,"metti su un po' di radio"
generic,"trasmetti la radio"
generic,"voglio ascoltare la radio"
generic,"mostrami la radio"
generic,"metti in coda una stazione"
generic,"mi annoio, riproduci la radio"
generic,"riproduci qualcosa"
